"@title","Việt Nam"
"#03029","Last Played"
"#03030","=#01877"
"#03031","<0> hr <1> min"
"#03032","has sent a friend request."
"#03033","<0> other(s)"
"#03034","Find a friend"
"#03035","Help"
"#03036","Share ID"
"#03037","Your ID (tap to share)"
"#03038","Search here"
"#03039","Enter here"
"#03040","Search"
"#03041","=#02973"
"#03042","Approval may take time."
"#03043","Request"
"#03044","=#02121"
"#03045","Friend request sent to"
"#03046","Please wait for approval."
"#03047","=#02973"
"#03048","Close"
"#03049","Updates may take time."
"#03050","Approve"
"#03051","Decline"
"#03052","Friend Added"
"#03053","New Friend"
"#03054","<co=0070FF><0></co><br>added."
"#03055","You may receive bonuses."
"#03056","The player will not be notified."
"#03057","Delete"
"#03058","=#02241"
"#03059","Delete<br><0>?"
"#03060","About Friends"
"#03061","Friend Bonus (every <0> min)"
"#03062","You got a friend bonus of <co=254,233,1><0></co> hr <co=254,233,1><1></co> min."
"#03063","(Max)"
"#03064","Claim"
"#03065","Next Time"
"#03066","Friend Bonus"
"#03067","You got<br><co=0070FF><0> tickets</co>."
"#03068","=#03066"
"#03069","New friends: <co=254,233,1><0></co>"
"#03070","You've added<br><co=0,128,255><0></co>!"
"#03071","Transmission failed. Check your settings and try again later."
"#03072","Please enter the shop code (for customer support only)."
"#03073","Shop Code"
"#03074","Receive save data"
"#03075","Please enter your\ninquiry support code."
"#03076","Inquiry support code"
"#03077","Recommended Apps"
"#03078","Go to Title Screen"
"#03079","Invite your friends!"
"#03080","You can't register 0 points."
"#03081","You can't register <0>."
"#03082","Updating app..."
"#03083","Authentication failed. Please use the account you used to purchase the app and check your signal."
"#03084","Please use the account you used to purchase the app and check your signal."
"#03085","Landscape mode available"
"#03086","in the Full Version!"
"#03087","Do not use: <0>"
"#03088","Please enter a <0>."
"#03089","Loading"
"#03090","Loading failed"
"#03091","=#02023"
"#03092","Slot"
"#03093","Resume"
"#03094","Load Data"
"#03095","No autosave data"
"#03096","=#01869"
"#03097","Yr <0>"
"#03098","Mn <0> Wk <1>"
"#03099","Do not use: / | < > \\"
"#03100","Select data to load"
"#03101","No save data found"
"#03102","About the Game"
"#03103","Max Clear Points"
"#03104","=#02220"
"#03105","=#02220"
"#03106","Full Ver."
"#03107","Get the full version to upload your hi scores!"
"#03108","Well done. You've finished the Lite version."
"#03109","After this you'll jump to our site, so check it out!"
"#03110","Thanks for playing!"
"#03111","The latest <0><br>is now on sale."
"#03112","Yes"
"#03113","=#01660"
"#03114","System"
"#03115","Save"
"#03116","Options"
"#03117","=#03035"
"#03118","High Score"
"#03119","Quit"
"#03120","Continue"
"#03121","=#02527"
"#03122","Build"
"#03123","Info"
"#03124","Items"
"#03125","Title"
"#03126","Subtotal: <0>"
"#03127","Total: <0>"
"#03128","=#01961"
"#03129","=#01961"
"#03130","=#01961"
"#03131","Saving game..."
"#03132","Speech Window"
"#03133","=#02713"
"#03134","=#03116"
"#03135","Priority"
"#03136","=#00365"
"#03137","Music"
"#03138","SFX"
"#03139","Rotation"
"#03140","Graphics"
"#03141","Perf."
"#03142","Fast"
"#03143","Normal"
"#03144","Auto"
"#03145","Lock"
"#03146","Selecting “Perf.” prioritizes"
"#03147","performance over graphics."
"#03148","Change the game's speed."
"#03149","(Unlocked after beating game.)"
"#03150","Choose to automatically"
"#03151","rotate the screen or not."
"#03152","Adjust the volume."
"#03154","(C) Kairosoft Co., Ltd."
"#03155","=#03154"
"#03156","Clear Points"
"#03157","Page"
"#03158","Next"
"#03159","Maint."
"#03160","Base"
"#03161","Bns"
"#03162","Total"
"#03163","Bonus"
"#03164","Male"
"#03165","Female"
"#03166","Month <0>"
"#03167","=#03159"
"#03168","<0>/month"
"#03169","=#02220"
"#03170","=#01631"
"#03171","Stock"
"#03172","Owned"
"#03173","Complete"
"#03174","In progress"
"#03175","<0> complete"
"#03176","<0>: <1> Issue"
"#03177","Item List"
"#03178","=#03172"
"#03179","=#03177"
"#03180","Times Used"
"#03181","=#01961"
"#03182","=#01961"
"#03183","Summary"
"#03184","Length"
"#03185","=#01824"
"#03186","Name"
"#03187","=#01675"
"#03188","=#01833"
"#03189","All"
"#03190","All Facilities"
"#03191","List"
"#03192","Overwrite current progress?"
"#03193","Delete current progress?"
"#03194","Save complete."
"#03195","Scroll to select a location. Keep your finger on the item while scrolling to make fine adjustments. Tap to build."
"#03196","Already set."
"#03197","You don't have enough money."
"#03198","You got <co=000080><0></co>."
"#03199","Now following this guest. Tap again to see detailed info."
"#03200","Building <0>..."
"#03201","Remove <0>"
"#03202","=#01623"
"#03203","Start <0> where?"
"#03204","=#01620"
"#03205","Spr"
"#03206","Sum"
"#03207","Aut"
"#03208","Wnt"
"#03209","<co=008000><0></co> is complete."
"#03210","-<0> in monthly maintenance."
"#03211","Kairo News"
"#03212","Visit us at Kairo Park."
"#03213","Check out Kairo Park Apps."
"#03214","Quit the game and head to"
"#03215","Head to Kairo Park?"
"#03216","Head to our App intro page?"
"#03217","=#02976"
"#03218","Quit the game?"
"#03219","Stay up-to-date with the"
"#03220","latest Kairo Park info!"
"#03221","Currency"
"#03222","\\"
"#03223","$"
"#03224","Switch currency to yen/dollars."
"#03225","Note that ￥100 = ＄1."
"#03226","Enter Kairo Park"
"#03227","=#03089"
"#03228","Please enter a name."
"#03229","Enter up to <0> characters."
"#03230","Yr <0> Mn <1> Wk <2>"
"#03231","Load failed."
"#03232","Could not read data."
"#03233","Make sure to allow connection to network and check your signal strength."
"#03234","Make sure to allow connection to network and<br>check your signal quality."
"#03235","Authentication failed."
"#03236","A server error has occurred."
"#03237","A data error has occurred.<br>Please re-install the application."
"#03238","An error has occurred.<br>Please restart the application."
"#03239","Could not start game."
"#03240","Auto <0>"
"#03241","Save <0>"
"#03242","Send all data"
"#03243","Show error log"
"#03244","Send all data?"
"#03245","Send Autosave Data <0>?"
"#03246","Send Save Data <0>?"
"#03247","Data sent.<br>Thanks for your cooperation.<br>We hope you'll stick with us!"
"#03248","An error has occurred.<br>Retry?"
"#03249","Send Save Data"
"#03250","Choose data to send."
"#03251","Sending data"
"#03252","Do not turn the device off."
"#03253","=#01726"
"#03254","Lite Version"
"#03255","An error has occurred."
"#03256","=#02976"
"#03257","On the app settings screen, turn on all \""App Permissions\"" and restart the app."
"#03258","Please wait..."
"#03259","Authority: Please re-boot to allow the storage.<br>You will need to save the game."
"#03260","You can not start."
"#03261","Please shorten the content"
"#03262","How to use TapJoy\n- Terminate \""Limit Ad Tracking\"" and restart the game.\n* Setting app > Privacy > Advertising > Limit Ad Tracking"
"#03263","Loading Advert"
"#03264","After this, ads video will be played."
"#03265","After this, an offerwall is shown up."
"#03266","We're having\na currency sale."
"#03267","Confirm"
"#03268","Finish"
"#03269","=#02241"
"#03270","Check"
"#03271","Menu"
"#03272","Map"
"#03273","=#03143"
"#03274","=#02232"
"#03275","=#03035"
"#03276","Self"
"#03277","Top"
"#03278","Site"
"#03279","=#01658"
"#03280","=#02023"
"#03281","Edit"
"#03282","Compat."
"#03283","Rotate"
"#03284","=#03186"
"#03285","Report"
"#03286","Export"
"#03287","Hint"
"#03288","Order"
"#03289","Note"
"#03290","Defaults"
"#03291","Remove"
"#03292","=#03143"
"#03293","=#02121"
"#03294","=#02153"
"#03295","Rename"
"#03296","Details"
"#03297","=#01747"
"#03298","=#03283"
"#03299","=#02121"
"#03300","=#02643"
"#03301","=#03123"
"#03302","=#03144"
"#03303","Toggle"
"#03304","=#03291"
"#03305","Skip"
"#03306","=#03272"
"#03307","Status"
"#03308","Units"
"#03309","Forfeit"
"#03310","Tactics"
"#03311","Sort"
"#03312","Diagnose"
"#03313","=#03115"
"#03314","=#03271"
"#03315","Supplement"
"#03316","Setting"
"#03317","Down"
"#03318","To top"
"#03319","Liquidation"
"#03320","Synthesis"
"#03321","Fellow"
"#03322","Tracking"
"#03323","Maximum"
"#03324","Reward"
"#03325","To ship"
"#03326","Jail"
"#03327","Job"
"#03328","Password"
"#03329","GET !!"
"#03330","Recommended"
"#03331","Close up"
"#03332","=#01738"
"#03333","Warehouse"
"#03334","Effect"
"#03335","Consent"
"#03336","Agreement"
"#03337","Shuffle"
"#03338","Stop"
"#03339","=#01711"
"#03340","Input"
"#03341","Completion"
"#03342","Dismissal"
"#03343","Skill"
"#03344","Pumpkin"
"#03345","Removal"
"#03346","Purchase"
"#03347","Sale"
"#03348","LVUP"
"#03349","Zoom"
"#03350","Information"
"#03351","Restore"
